REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
Lambayeque,Chiclayo,CHICLAYO,Capilla Santa Verónica,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1253,-7.984.176,-677.354
Huancavelica,Huaytara,HUAYTARA,Complejo Arqueológico De Inca Wasi,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1259,-75.254.089,-13.573.599
Ayacucho,Lucanas,PUQUIO,Reserva Nacional Pampa Galeras,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1261,-7.440.601.324,-1.466.867.101
Ayacucho,Lucanas,PUQUIO,Pueblo De Puquio,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1262,-7.412.418.748,-1.469.398.464
Ayacucho,Lucanas,PUQUIO,Lagunas De Yaurihuiri Y Tahuaccocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1265,-7.396.142,-146.163.072
Ayacucho,Lucanas,CARMEN SALCEDO,Pueblo De Andamarca,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1266,-73.961.963,-14.387.534
Ayacucho,Lucanas,CARMEN SALCEDO,Complejo Arqueológico De Caniche,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1267,-7.395.759.209,-1.438.364.842
Ayacucho,Lucanas,CARMEN SALCEDO,Catarata De Puzapaqcha,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1268,-7.397.176.488,-1.443.477.571
Ayacucho,Lucanas,CARMEN SALCEDO,Aguas Termales De Tinkua,Geiser,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1269,-7.395.853.824,-1.441.600.877
Callao,Callao,CALLAO,Iglesia Catedral Matriz Del Callao,Catedral,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1287,-7.714.653.333,-1.205.975.736
Áncash,Carhuaz,MARCARA,Baños Termales De Chancos,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1292,-7.757.493.362,-9.319.465.956
Cajamarca,Cajamarca,CAJAMARCA,Museo Arqueológico Y Etnográfico Del Conjunto Monumental Belen,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1295,-78.517.206,-715.955
Áncash,Yungay,SHUPLUY,Cueva De Guitarrero,Cuevas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1296,-77.710.038,-9.200.276
Lima,Barranca,PARAMONGA,Fortaleza De Paramonga,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1298,-77.841.393,-10.653.176
Callao,Callao,LA PUNTA,Islas Cavinzas E Islotes Palomino - Rnsiipg,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1302,-77.231.273,-12.127.481
Ica,Pisco,PARACAS,Islas Ballestas - Rnsiipg,Islas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1305,-7.639.696.258,-1.373.707.623
Callao,Callao,CALLAO,Plaza Miguel Grau Del Callao,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1306,-77.148.658,-12.059.276
Callao,Callao,CALLAO,Fortaleza Real Felipe,Fortalezas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1307,-7.714.882.473,-1.206.274.017
Callao,Callao,CALLAO,Museo Naval Capitán De Navío Julio Elías Murguia,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1308,-7.714.810.329,-1.206.053.593
Callao,Callao,CALLAO,Iglesia Nuestra Señora  De Carmen De La Legua,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1309,-7.709.749,-1.205.309
Callao,Callao,CALLAO,Plaza Independencia Del Callao,Plazuelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1310,-7.714.765.846,-1.206.152.995
Callao,Callao,CALLAO,Zona Monumental Del Callao,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1312,-7.714.706.881,-1.205.936.132
Callao,Callao,CALLAO,Barrio De Chucuito,Barrios tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1313,-7.715.437.074,-120.649.141
La Libertad,Sanchez Carrion,HUAMACHUCO,Parque Agua De Los Pajaritos,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1315,-7.804.140.329,-7.821.292.977
Apurímac,Andahuaylas,PACUCHA,Laguna De Pacucha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1316,-73.337.019,-13.606.448
Áncash,Huaylas,CARAZ,Nevado Pirámide De Garcilaso,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1327,-776.206.116,-897.582.553
Áncash,Huaraz,INDEPENDENCIA,Nevado Vallunaraju,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1330,-7.746.089.986,-9.423.786.879
Áncash,Huaraz,INDEPENDENCIA,Nevado Ranrapalca,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1332,-77.416.668,-9.411.047
Áncash,Carlos Fermin Fitzcarrald,SAN NICOLÁS,Tuktu Picante,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1333,-771.843,-89.769
Áncash,Huaraz,TARICA,Nevado Ishinca,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1334,-7.740.360.278,-9.389.230.556
Áncash,Corongo,CORONGO,Danza Los Shajshas De Corongo,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1335,-778.968,-856.854
Áncash,Yungay,YUNGAY,Nevado Pisco,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1336,-7.762.986.595,-8.990.801.748
Arequipa,Caylloma,CALLALLI,Castillos Encantados De Callalli,Formaciones rocosas(bosque de piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1337,-7.141.245.163,-1.550.983.869
Arequipa,Arequipa,CERRO COLORADO,Volcan Chachani,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1338,-7.153.069.496,-1.619.505.848
Moquegua,General Sanchez Cerro,UBINAS,Volcán Ubinas -Moquegua,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1339,-7.090.292.931,-1.635.497.982
Lima,Lima,LIMA,Museo De Arte De Lima - Mali,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1360,-7.703.700.168,-1.206.036.162
Lima,Lima,LIMA,Museo De Los Combatientes Del Morro De Arica,Casas Museo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1362,-77.032.609,-1.204.441.438
Lima,Lima,LIMA,Anticuchos,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1370,,
Lima,Lima,LIMA,Casona San Marcos - Centro Cultural De San Marcos,Casona,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1374,-7.703.219.019,-1.205.409.739
Lima,Lima,LIMA,Museo Naval Casa Grau,Casas Museo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1379,-7.703.346.332,-1.204.751.793
Lima,Lima,LIMA,Palacio Legislativo,Palacio,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1384,-7.702.496.078,-1.204.833.824
Lima,Lima,LIMA,Museo Central - Mucen (Museo Del Banco Central De Reserva Del Perú),Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1393,-770.300.988,-1.204.829.168
Lima,Lima,BARRANCO,Templo De San Francisco De Asís,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1396,-7.701.992.691,-1.214.490.505
Huánuco,Leoncio Prado,MARIANO DAMASO BERAUN,Parque Nacional Tingo María,Parques Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1409,-7.602.937,-932.607
Moquegua,Mariscal Nieto,SAN CRISTÓBAL,Aguas Termales De Putina,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1421,-70.695.175,-16.734.737
Áncash,Corongo,CORONGO,Fiesta Patronal El Agua Y San Pedro,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1433,-778.968,-856.854
Áncash,Huaraz,INDEPENDENCIA,Quebrada Cojup,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1438,-7.740.606.295,-9.436.572.689
Áncash,Huaraz,INDEPENDENCIA,Quebrada Llaca,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1441,-774.522.074,-9.444.795.615
Áncash,Huari,CAJAY,Laguna Reparin,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1443,-771.534.473,-92.989.533
Áncash,Asuncion,CHACAS,Corpus Cristi - Chacas,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1447,-773.695,-916.247
Áncash,Huaraz,HUARAZ,Nevado San Juan - Parque Nacional Huascarán,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1448,-7.733.909.742,-9.472.733.838
Puno,Puno,CAPACHICA,Comunidad De Llachon,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1449,-6.978.404.045,-157.229.892
Áncash,Huaraz,INDEPENDENCIA,Nevado Ocshapalca,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1455,-7.743.564.273,-9.408.546.491
Piura,Sechura,SECHURA,Museo Etnológico,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1458,-80.824.483,-5.558.242
Ayacucho,Huamanga,AYACUCHO,Casa Velarde Alvarez,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1465,-7.422.515.094,-1.316.020.559
Piura,Sechura,SECHURA,Playa De Chulliyachi,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1469,-80.874.681,-5.568.892
Piura,Ayabaca,AYABACA,Festividad Del Señor Cautivo De Ayabaca,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1474,-797.162,-46.394
Piura,Ayabaca,AYABACA,Mirador Paisajístico Natural Cerro Yantuma,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1482,-7.971.851,-4.612.753
Ayacucho,Huamanga,ANDRÉS AVELINO CÁCERES DORREGARAY,Templo Del Señor De Amancaes - Conchopata,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1508,-7.421.744.496,-1.316.301.322
Ayacucho,Huamanga,CARMEN ALTO,Templo De Carmen Alto,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1512,-7.422.642.231,-131.759.906
Ayacucho,Huanta,HUANTA,Iglesia San Pedro Matriz De Huanta,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1519,-7.424.756.673,-1.293.958.304
Lambayeque,Chiclayo,SANTA ROSA,Playa Hondos,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1521,-79.919.616,-68.858.454
Lambayeque,Chiclayo,MONSEFU,Alforjas Labradas De Monsefú,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1522,-798.715,-687.867
Piura,Ayabaca,PACAIPAMPA,Cerro Yambur,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1530,-7.971.851,-4.977.682
Tacna,Tacna,LA YARADA LOS PALOS,Playa Los Palos,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1537,-7.044.710.764,-1.829.644.629
San Martín,Moyobamba,MOYOBAMBA,Mirador Punta De Tahuishco,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1566,-7.696.738.882,-602.612.236
San Martín,Moyobamba,MOYOBAMBA,Cascada De Asnacyacu,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1576,-7.700.373.798,-6.069.117.113
San Martín,San Martin,SAN ANTONIO,Catarata De Huacamaillo,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1577,-7.640.119.035,-6.388.547.426
San Martín,Moyobamba,SORITOR,Cueva De Los Huacharos,Grutas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1591,-7.716.466.523,-6.227.735.032
San Martín,Moyobamba,JEPELACIO,Aguas Termales Y Sulfurosas De Jepelacio,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1592,-7.688.852.462,-6.130.629.774
San Martín,Moyobamba,MOYOBAMBA,Embarcadero Turístico De Tahuishco,Puertos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1598,-7.696.395.993,-6.023.874.051
Ica,Chincha,ALTO LARAN,Petroglifos De Huáncor,Petroglifos (Grabados en piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1599,-7.589.894.318,-1.339.512.487
Ica,Ica,LA TINGUIÑA,Bodega Tacama,"Bodegas de pisco, vinos y/u otros licores",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1610,-75.718.695,-14.004.184
Ica,Palpa,SANTA CRUZ,Ciudadela De Huayuri,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1613,-7.526.995.904,-1.452.918.301
Ica,Nazca,VISTA ALEGRE,Necrópolis De Chauchilla,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1614,-7.492.745.519,-1.498.245.136
Ica,Nazca,VISTA ALEGRE,Centro Administrativo Inca Los Paredones,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1615,-7.493.434.846,-1.484.154.135
Puno,Puno,CHUCUITO,Chucuito Ciudad De Las Cajas Reales,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1648,-6.988.993.138,-1.589.443.151
Puno,Puno,CHUCUITO,Piscicultura De Chucuito - Centro De Investigación Y Producción Pesquera De Chucuito.,Piscigranja,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1652,-698.965.038,-158.969.328
Puno,San Antonio De Putina,PEDRO VILCA APAZA,"Vicuñas De Cala Cala, Cambria Y Picotani",Granadería,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1655,-6.980.314.498,-1.455.984.747
Puno,Puno,CAPACHICA,Templo De San Salvador,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1674,-6.983.048.558,-1.564.238.343
Puno,Yunguyo,ANAPIA,Archipielago De Wiñaymarca,Islas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1681,-6.885.705.996,-1.631.249.029
Áncash,Huari,HUARI,Laguna Purhuay,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1686,-77.206.686,-9.313.778
Áncash,Huari,CHAVIN DE HUANTAR,Baños Termales De Chavín,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1694,-7.717.750.937,-9.599.675.912
Áncash,Antonio Raymondi,LLAMELLIN,"Danza Duende, Pallas Y Auqas",Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1697,-770.184,-910.077
Áncash,Huari,HUANTAR,Quebrada Carhuascancha,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1701,-77.268.997,-9.476.487
Áncash,Mariscal Luzuriaga,FIDEL OLIVAS ESCUDERO,Laguna Canchiscocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1704,-7.733.248.377,-8.790.557.208
Áncash,Carlos Fermin Fitzcarrald,SAN NICOLÁS,Puchero De San Nicolás,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1708,-771.843,-89.769
Áncash,Yungay,YUNGAY,Mirador Natural De Portachuelo - Llanganuco,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1714,-7.759.741.902,-9.043.325.681
Áncash,Huaraz,HUARAZ,Carnaval Huaracino,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1716,-775.334,-952.745
Huánuco,Huanuco,HUANUCO,Catedral De Huánuco,Catedral,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1719,-7.623.962.134,-9.928.715.236
Áncash,Carlos Fermin Fitzcarrald,SAN LUIS,Danza Paso Huanquilla,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1720,-773.332,-909.342
Áncash,Carlos Fermin Fitzcarrald,SAN NICOLÁS,Yuyo Pichu,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1725,-771.843,-89.769
Huánuco,Huanuco,HUANUCO,Plaza De Armas De Huánuco,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1729,-7.623.973.399,-99.294.735
La Libertad,Chepen,PACANGA,Complejo Arqueológico San José De Moro,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1734,-7.943.890.308,-718.095.933
San Martín,Moyobamba,JEPELACIO,Cascada De Paccha,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1736,-7.691.937.512,-6.221.226.183
Lambayeque,Ferreñafe,FERREÑAFE,Museo Nacional De Sicán,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1738,-7.978.609.775,-6.623.964.752
Arequipa,Caylloma,CALLALLI,Cuevas De Mollepunku,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1739,-7.141.618.431,-156.636.145
Arequipa,Caylloma,SIBAYO,Pueblo De  Sibayo,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1740,-7.145.716.488,-1.548.632.402
Arequipa,Caylloma,LARI,Templo De La Purísima Concepción,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1742,-7.176.836.818,-1.562.290.251
Huancavelica,Huancavelica,HUANCAVELICA,Complejo Minero Santa Bárbara,Explotaciones mineras,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1747,-74.975.362,-12.809.713
San Martín,Mariscal Caceres,HUICUNGO,Catarata El Breo,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1749,-768.142,-736.448
San Martín,Mariscal Caceres,HUICUNGO,Cascada Timón,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1754,-7.690.192.676,-7.449.139.961
San Martín,Mariscal Caceres,HUICUNGO,Quebrada Churo - Parte Baja,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1755,-7.691.919.744,-7.463.483.334
San Martín,Mariscal Caceres,HUICUNGO,Centro De Interpretación Del Parque Nacional Río Abiseo,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1756,-7.677.714.944,-7.317.700.531
San Martín,Huallaga,SAPOSOA,Cascada De Shima,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1760,-7.683.178.172,-689.910.735
San Martín,Huallaga,SACANCHE,Manantial De Sacanche,Manantiales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1763,-7.678.709.307,-7.097.593.336
Tumbes,Tumbes,TUMBES,Manglares De Tumbes Sector Puerto Pizarro,Manglares,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1765,-8.038.993.222,-3.499.821.709
Cusco,Canchis,SAN PEDRO,Aguas  Minero Medicinales De Ccaylla,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1771,-71.345.888,-141.843.942
Cusco,Urubamba,YUCAY,Zona Arqueológica Yucay,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1779,-7.208.504.843,-1.331.253.126
Cusco,Cusco,CUSCO,Sitio Arqueológico De Qoricancha,Parques arqueológicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1790,-71.975.247,-13.520.232
Cusco,Cusco,SANTIAGO,Templo De Santiago Apóstol,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1792,-7.198.351.069,-1.352.573.574
Amazonas,Luya,TRITA,Sitio Arqueológico Karajía,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1795,-780.213.327,-616.252.959
Apurímac,Grau,CHUQUIBAMBILLA,Centro De Conservación De Vicuñas De Lliullita,Granadería,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1797,-72.805.001,-13.996.322
Apurímac,Andahuaylas,KISHUARA,Sitio Arqueológico De Curamba,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1800,-7.313.735.962,-136.238.827
Apurímac,Aymaraes,COTARUSE,Templo Nuestra Señora De Las Mercedes De Pampamarca,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1801,-7.320.648.551,-1.442.830.057
Piura,Sullana,SULLANA,Museo De Sullana Luis Cruz Merino,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1802,-80.687.837,-4.889.774.277
Madre De Dios,Tambopata,TAMBOPATA,Lago Misisipi,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1805,-6.944.748.201,-1.283.117.016
Cusco,Urubamba,MARAS,Templo De San  Francisco De Asis,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1812,-721.561.903,-133.306.988
Cusco,Urubamba,MARAS,Salineras De Maras,Salinas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1813,-7.215.586.181,-133.001.271
Cusco,Urubamba,MARAS,Complejo Arqueologico De Moray,Andenes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1814,-721.956.766,-133.279.193
Cusco,Urubamba,MARAS,Templo De  Tiobamba,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1818,-7.214.028,-13.34
Cusco,Quispicanchi,HUARO,Templo  San Juan Bautista De Huaro,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1821,-7.164.083.451,-1.369.093.415
Cusco,Quispicanchi,HUARO,Capilla De La Virgen Purificada En Canicunca,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1822,-7.163.547.643,-1.368.735.476
Cusco,Acomayo,POMACANCHI,Sitio Arqueológico Waqrapukara - Sector Pomacanchi,Fortalezas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1828,-716.938.988,-1.401.986.324
Cusco,Urubamba,CHINCHERO,Templo Colonial De Chinchero,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1830,-7.204.721.383,-1.339.062.498
La Libertad,Pacasmayo,JEQUETEPEQUE,Complejo Arqueológico Dos Cabezas,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1837,-7.958.334.119,-7.344.541.412
La Libertad,Sanchez Carrion,CURGOS,Baños Termales De Yanasara,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1843,-7.790.875.238,-7.815.606.407
Cajamarca,Cajamarca,CAJAMARCA,Iglesia Y Convento De Las Monjas Concepcionistas Descalzas,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1849,-7.851.548.564,-7.158.803.008
Lima,Lima,ATE,Zona Arqueológica Puruchuco - Huaquerones,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1850,-7.693.421.239,-1.204.796.437
San Martín,Rioja,ELÍAS SOPLIN VARGAS,Naciente Del Rio Tioyacu,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1853,-7.728.749.394,-5.991.234.515
Lima,Cañete,LUNAHUANA,Sitio Arqueológico De Incahuasi,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1854,-76.176.684,-13.023.614
Huánuco,Huanuco,CHURUBAMBA,Iglesia Santa Cruz De Churubamba,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1859,-76.133.496,-9.825.865
Pasco,Pasco,HUAYLLAY,Baños Termales La Calera,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1869,-763.446.486,-109.840.929
Pasco,Daniel Alcides Carrion,VILCABAMBA,Complejo Arqueológico De Gorish,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1870,-7.644.234,-10.508.647
Pasco,Daniel Alcides Carrion,YANAHUANCA,Monumento Arqueológico Prehispánico Yarushpampa,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1872,-7.653.899.478,-1.046.414.258
