REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
Cusco,La Convencion,VILCABAMBA,Yuraq Rumi,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10888,-72.928.145,-13.111.047
Lima,Lima,PACHACAMAC,Turrón Doña Fresa,Dulces Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10764,,
Moquegua,General Sanchez Cerro,LLOQUE,Sitio Arqueológico De Pharalujio,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11291,-7.074.422.895,-1.629.825.063
Moquegua,General Sanchez Cerro,LLOQUE,Mirador De Pukara,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11292,-707.424,-163.029
Moquegua,General Sanchez Cerro,LLOQUE,Tumbas Colgantes De Mayuuju,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11293,-707.449,-162.993
Moquegua,General Sanchez Cerro,LLOQUE,Pinturas Rupestres De Chintari,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11295,-707.225,-163.421
Moquegua,General Sanchez Cerro,LLOQUE,Mirador De Tata Pukara,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11278,-707.278,-163.373
Moquegua,General Sanchez Cerro,LLOQUE,Petroglifos De Khuculiska,Petroglifos (Grabados en piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11276,-707.341,-163.254
Moquegua,General Sanchez Cerro,LLOQUE,Represa De Chirimayuni,Represas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11294,-705.969,-163.532
Moquegua,General Sanchez Cerro,LLOQUE,Textilería De Curo - Humalso,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11087,,
Moquegua,General Sanchez Cerro,LLOQUE,Festividad La Soltera De La Comunidad De Lucco,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11336,,
Loreto,Maynas,SAN JUAN BAUTISTA,Área De Conservación Amazon Forever Biopark,Áreas de conservación privada,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11132,-7.335.114,-388.369
Cusco,Urubamba,MACHUPICCHU,Montaña De Putucusi,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11012,-7.253.606.812,-1.315.459.445
Tacna,Tacna,TACNA,Alameda Bolognesi,Alamedas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11836,-70.250.906,-18.015.404
Lima,Lima,MIRAFLORES,Parque Domodossola,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10898,-7.702.828.701,-121.345.529
Ucayali,Padre Abad,IRAZOLA,Pongo Del Amor,Pongos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11882,-75.246.314,-8.774.694
Cusco,Paucartambo,KOSÑIPATA,Estación Biológica Villa Carmen,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10900,-7.140.376,-1.289.479
Ucayali,Coronel Portillo,MANANTAY,Área De Conservación Asoconprebiocha,Áreas de conservación privada,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10961,-7.448.253,-8.472.102
Cusco,La Convencion,ECHARATE,Catarata Gallito De Las Rocas,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11068,-72.846.788,-12.674.723
Cusco,La Convencion,ECHARATE,Catarata Orquídeas,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11069,-72.846.848,-12.673.094
Cusco,La Convencion,ECHARATE,Catarata Puente De Las Sirenas,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11116,-72.848.791,-12.671.386
San Martín,Rioja,ELÍAS SOPLIN VARGAS,Cascada Urkuchaki,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11200,-77.297.559,-6.112.394
San Martín,Rioja,NUEVA CAJAMARCA,Cueva Cascada Escondida,Cuevas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12478,-7.734.764,-596.328
Cajamarca,San Ignacio,LA COIPA,Cascada La Lima,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10972,-7.895.279,-5.359.604
Cajamarca,San Ignacio,LA COIPA,Cascada San Francisco,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10971,-78.900.635,-5.428.469
Cajamarca,San Ignacio,LA COIPA,Cascada Llano Grande,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10970,-78.900.176,-5.428.178
Cajamarca,San Ignacio,LA COIPA,Cascada Machetillo,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10969,-78.937.491,-536.806
Arequipa,Islay,MOLLENDO,Plaza Grau - Mollendo,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10910,-72.014.798,-17.030.437
Arequipa,Islay,MOLLENDO,Puente De Fierro Peatonal,Puentes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10909,-72.015.398,-17.031.618
Lima,Canta,SAN BUENAVENTURA,Parque Temático Machu Picchu Limeño,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11877,-7.667.370.567,-1.148.614.002
Lima,Oyon,OYON,Laguna Chalco,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11615,-76.601.471,-10.834.148
Arequipa,Caraveli,LOMAS,Playa Los Arcos,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11321,-7.495.993.395,-1.549.509.248
Arequipa,Caraveli,ATICO,Playa Puyenca,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12067,-7.367.722.264,-1.622.281.111
Lima,Huaura,HUACHO,Picarones De Yuca Y Camote - Huacho,Dulces Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11549,,
Arequipa,Islay,MOLLENDO,Muelle Turístico Mollendo,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10908,-72.015.724,-17.031.442
Lima,Yauyos,HUANCAYA,Laguna Papacocha De Vilca,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12101,-7.583.375,-121.092
Lima,Oyon,OYON,Artesanía Del Centro Poblado San Cristóbal De Rapaz,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11674,,
Arequipa,Islay,MOLLENDO,Playa Mollendina,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10928,-72.012.819,-17.032.368
Arequipa,Islay,MOLLENDO,Locomotora A Vapor La Mollendina,Piezas con valor histórico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10907,-7.201.509,-17.032.063
Lima,Oyon,OYON,Laguna Chiuric,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11618,-7.658.831,-1.089.071
Lima,Yauyos,HUANCAYA,Mirador Cantagallo De Vilca,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12099,-7.582.907,-1.211.269
Lima,Yauyos,HUANCAYA,Bosque Del Amor De Vilca,Bosques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12098,-7.583.089,-1.211.098
Lima,Huaura,SANTA LEONOR,Laguna Casacocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11491,-7.658.386.182,-1.095.626.665
Lima,Yauyos,HUANCAYA,Cascada Pukacha De Vilca,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12097,-75.825.539,-12.113.207
Lima,Oyon,OYON,Sitio Arqueológico Huaychaomarca,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11678,-7.670.583,-1.087.304
Lima,Oyon,OYON,Cañón De Pungullo,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11673,-7.641.083,-1.052.995
Lima,Huaura,SANTA LEONOR,Fiesta Patronal En Honor Al  Niño Jesus Del Centro Poblado De Picoy,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11504,,
Lima,Huaura,HUAURA,Zona Arqueológica Monumental De Peñico,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11873,-7.743.075.134,-1.093.047.534
Lima,Oyon,OYON,Cascada De Paccha,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11718,-76.601.471,-10.834.148
San Martín,Rioja,PARDO MIGUEL,Llantería Bird´S,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11288,-7.770.374.883,-5.674.006.568
Loreto,Maynas,PUNCHANA,Comunidad Nativa Independencia,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13794,-7.323.502,-364.433
San Martín,Rioja,RIOJA,Cerro Tamburco,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10967,-7.723.333.777,-6.057.748.329
Arequipa,Islay,MOLLENDO,Caleta De Catarindo,Caletas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10927,-72.033.941,-17.017.335
San Martín,Mariscal Caceres,HUICUNGO,Catarata Shihui,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11121,-7.697.791.352,-743.137.674
Arequipa,Islay,MOLLENDO,Barrio Inclán,Barrios tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10926,-72.008.964,-1.702.947
Arequipa,Islay,MOLLENDO,Plaza Bolognesi-Mollendo,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10924,-72.015.493,-17.029.309
Ayacucho,Huamanga,QUINUA,Cascada Paqcha Chirapaq,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12282,-74.119.841,-13.036.541
Amazonas,Chachapoyas,SONCHE,Cascada Alcate,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12578,-777.704.261,-62.116.945
Junín,Huancayo,HUACRAPUQUIO,Museo Paleontológico De Huacrapuquio,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10936,-75.220.556,-12.170.833
La Libertad,Viru,CHAO,Danza La Diablada,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11190,,
La Libertad,Trujillo,TRUJILLO,Iglesia Santa Rita De Cascia - Trujillo,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13709,-79.018.063,-8.126.304
La Libertad,Pacasmayo,GUADALUPE,Ración De Monte,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13125,,
La Libertad,Ascope,RÁZURI,Pueblo Puerto Malabrigo,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13088,-7.943.378.504,-7.699.540.166
La Libertad,Ascope,RÁZURI,Fiesta Patronal Virgen Del Carmen,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12672,,
Lima,Oyon,PACHANGARA,Ceviche De Trucha De Churín,Platos Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13669,,
La Libertad,Trujillo,TRUJILLO,Convento Santo Tomás De Villanueva De Trujillo,Convento,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13708,-7.902.078,-8.126.759
La Libertad,Santiago De Chuco,QUIRUVILCA,La Pampa De La Julia,Cuentos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12892,,
La Libertad,Santiago De Chuco,QUIRUVILCA,Cuento El Milagro De La Virgen,Cuentos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12893,,
Junín,Chanchamayo,CHANCHAMAYO,Zoologico Zhaveta Yard,Zoológicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10934,-75.300.581,-10.973.144
La Libertad,Viru,CHAO,Tejido De Junco,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13185,,
Apurímac,Abancay,CIRCA,Cataratas De Umaturco,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11038,-72.826.362,-14.055.933
Áncash,Huari,SAN MARCOS,Catarata De Opayaco,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10917,-77.140.258,-9.485.956
Áncash,Huari,SAN MARCOS,Pueblo De Carash,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10922,-77.138.307,-9.529.106
Loreto,Maynas,PUNCHANA,Jardín Botánico Natura Viva,Jardines Botánicos y Viveros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10932,-7.325.973,-363.578
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Pintura Rupestre De Achcay Machay,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11248,-7.668.051.667,-99.798.861
Huánuco,Dos De Mayo,PACHAS,Dulce De Queso-Pachas,Dulces Típicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11432,,
Huánuco,Dos De Mayo,PACHAS,Torre Colonial De Pachas,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11141,-7.677.124,-970.689
Huánuco,Puerto Inca,HONORIA,Lago Charuya,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11563,-7.464.188.117,-8.763.743.361
Huánuco,Huamalies,MONZÓN,Casa Hacienda Niñochaca,Casa-Hacienda,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10954,-76.473.167,-9.287.633
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Bosque De Piedra Shiki Shiki,Formaciones rocosas(bosque de piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10953,-7.668.244.147,-9.975.671.741
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Cañon De Pachachaca,Cañones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10956,-7.668.832.087,-9.993.042.819
Áncash,Santa,NUEVO CHIMBOTE,Playa El Dorado,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10935,-7.856.559.277,-9.187.641.508
San Martín,San Martin,SAUCE,Cascadas Pucayacu,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10938,-7.611.688,-669.851
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Mirador Natural Talapunta,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11249,-7.668.724.799,-9.988.520.511
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Naciente Del Rio Marañón,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10955,-76.679,-99.828
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Sitio Arqueológico Gaguish,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11175,-7.667.780.661,-9.979.560.238
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Pintura Rupestre De Yanao,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10952,-7.667.883.658,-9.985.646.488
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Carnaval De Huarín,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11331,,
Huánuco,Lauricocha,SAN FRANCISCO DE ASÍS,Pinturas Rupestres De Lliullaqmachay,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11150,-766.802,-99.824
Tumbes,Contralmirante Villar,ZORRITOS,Area De Conservación Privada Bosque Seco Amotape,Áreas de conservación privada,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10960,-80.613.295,-364.815.667
Tumbes,Tumbes,TUMBES,Artesanía De Tumbes Con Recurso Acuícola.,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10966,,
Moquegua,Mariscal Nieto,MOQUEGUA,Ex-Cárcel Pública De Moquegua,Casona,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13328,-70.934.571,-17.194.166
Áncash,Huari,SAN MARCOS,Sitio Arqueologico De Palma Cruz,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10940,-7.711.744.141,-9.539.305.735
Cusco,Canas,LAYO,Montaña De Colores Pallay Poncho - Layo,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11031,-7.113.333.333,-1.446.444.444
Cusco,Espinar,COPORAQUE,Templo De San Francisco De Asis,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10963,-7.132.356,-14.521.074
Lima,Huaura,SANTA LEONOR,Plaza De Armas De Picoy,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10965,-773.616,-110.714
Áncash,Santa,NUEVO CHIMBOTE,Caleta Colorada,Caletas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10942,-7.855.997.086,-9.199.461.082
Junín,Chupaca,CHUPACA,Museo Regional De Arqueología De Junín,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10944,-75.288.056,-12.060.278
Junín,Chanchamayo,CHANCHAMAYO,Santuario Nacional Pampa Hermosa,Santuarios Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10951,-75.430.326,-10.989.754
Loreto,Maynas,PUNCHANA,Fundo Pedrito,Centros de rescate o conservación,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10957,-732.131.046,-36.381.389
Ucayali,Padre Abad,NESHUYA,Rio Neshuya,Ríos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10945,-74.960.211,-8.643.016
Ucayali,Coronel Portillo,YARINACOCHA,Caserío 7 De Junio,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12107,-7.462.962.853,-8.285.603.704
Lima,Lima,MIRAFLORES,Palacio De Las Artes De Miraflores - Plam,Salas de Exhibición,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10959,-7.702.924.382,-121.221.101
Áncash,Santa,COISHCO,Dunas De Huamanchacate,Dunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10975,-7.860.936.642,-9.013.776.463
San Martín,Moyobamba,MOYOBAMBA,Jardín Zoobotánico Amazonía,Jardines Botánicos y Viveros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11037,-7.698.768.333,-6.018.810.641
Loreto,Maynas,INDIANA,Isla De Los Monos,Centros de rescate o conservación,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10962,-7.306.805.301,-355.444.813
Arequipa,Caylloma,CHIVAY,Pueblo De Chivay,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10968,-71.602.245,-15.636.729
Huánuco,Huanuco,HUANUCO,Museo Regional Leoncio Prado Gutierrez,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11505,-7.623.138.935,-9.924.708.968
Arequipa,Caraveli,LOMAS,Playa Mansa,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11320,-74.957.734,-15.496.542
Cusco,Canchis,TINTA,Plaza Emancipacion Americana De Tinta,Plaza,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10974,-71.406.953,-14.145.688
Cusco,Canchis,TINTA,Casa Museo Tupac Amaru De Tinta,Casas Históricas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=10973,-71.407.249,-14.144.628
Áncash,Huari,MASIN,Mirador Natural Huacatuna,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11076,-77.130.042,-9.372.236
Tumbes,Tumbes,TUMBES,Artesanía Con Fibra Vegetal - Tumbes,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11017,,
Áncash,Huari,MASIN,Sitio Arqueológico De Markajirca,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11052,-77.130.042,-9.372.236
Áncash,Huari,MASIN,Sitio Arqueológico De Gantu,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11022,-77.087.418,-9.320.745
Áncash,Huari,MASIN,Danza Yayu,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11075,,
Lima,Cajatambo,CAJATAMBO,Mirador De Cruz Punta,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11129,-76.989.722,-10.456.349
Lima,Cañete,SANTA CRUZ DE FLORES,Mirador Turístico Cerro Patrón 3 De Mayo,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11033,-7.665.039,-1.261.758
Lima,Yauyos,TANTA,Danza Pastoras O Aylli De Tanta,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12474,,
Lima,Huarochiri,SAN DAMIAN,Iglesia San Francisco De Asís,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11042,-7.637.577,-120.482
